author,candidato,circulation,date_published,source,title,url
,Freixo,,2016-10-05T11:56:43-03:00,extra,Juiz vai negar proposta de Crivella e Freixo para reduzir tempo de TV,http://extra.globo.com/noticias/extra-extra/juiz-vai-negar-proposta-de-crivella-freixo-para-reduzir-tempo-de-tv-20238908.html
,Freixo,,2016-10-05T11:55:02-03:00,odia,Freixo decide acionar Justiça Eleitoral e polícia contra difamações na Internet,http://odia.ig.com.br/rio-de-janeiro/2016-10-05/freixo-decide-acionar-justica-eleitoral-e-policia-contra-difamacoes-na-internet.html
,Freixo,,2016-10-05T11:18:59-03:00,extra,Diretório municipal do PT solta nota em apoio a Freixo,http://extra.globo.com/noticias/extra-extra/diretorio-municipal-do-pt-solta-nota-em-apoio-freixo-20238638.html
,Freixo,,2016-10-05T10:59:00-03:00,jb,"MPF pede retirada de cartaz 'Fora, Temer' no Colégio Pedro II",http://www.jb.com.br/rio/noticias/2016/10/05/mpf-pede-retirada-de-cartaz-fora-temer-no-colegio-pedro-ii-2/
,Freixo,,2016-10-05T10:59:00-03:00,jb,"MPF exige retirada de cartaz 'Fora, Temer' no Colégio Pedro II",http://www.jb.com.br/rio/noticias/2016/10/05/mpf-exige-retirada-de-cartaz-fora-temer-no-colegio-pedro-ii/
,Freixo,,2016-10-05T15:09:51+02:00,elpais,Opinião | A era da antipolítica,http://brasil.elpais.com/brasil/2016/10/05/opinion/1475671551_641754.html
,Freixo,,2016-10-05T09:51:00-03:00,jb,PSDB anuncia apoio a candidatos do PSB em Pernambuco e neutralidade no Rio,http://www.jb.com.br/eleicoes-2016/noticias/2016/10/05/psdb-anuncia-apoio-a-candidatos-do-psb-em-pernambuco-e-neutralidade-no-rio/
Marina Navarro Lins,Freixo,,2016-10-05T06:00:00-03:00,extra,Marcelos fazem perguntas para os xarás-candidatos Crivella e Freixo,http://extra.globo.com/noticias/rio/marcelos-fazem-perguntas-para-os-xaras-candidatos-crivella-freixo-20236141.html
,Freixo,,2016-10-05T05:00:00-03:00,globo_g1,Veja a agenda de Marcelo Crivella e Marcelo Freixo nesta quarta-feira (5),http://g1.globo.com/rio-de-janeiro/eleicoes/2016/noticia/2016/10/veja-agenda-de-marcelo-crivella-e-marcelo-freixo-nesta-quarta-feira-5.html
,Freixo,,2016-10-04T22:26:05-03:00,otempo,"Freixo diz que quer apoio do PT, mas dispensa Lula",http://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/freixo-diz-que-quer-apoio-do-pt-mas-dispensa-lula-1.1381406
Miguel Caballero - O Globo,Freixo,,2016-10-04T20:04:00-03:00,extra,Freixo diz que não terá Lula em sua campanha: ‘O debate é municipal’,http://extra.globo.com/noticias/brasil/freixo-diz-que-nao-tera-lula-em-sua-campanha-debate-municipal-20236160.html
,Freixo,,2016-10-04T20:02:01-03:00,otempo,Cúpula do PSDB vê dificuldades em apoiar Crivella ou Freixo no RJ,http://www.otempo.com.br/capa/pol%C3%ADtica/c%C3%BApula-do-psdb-v%C3%AA-dificuldades-em-apoiar-crivella-ou-freixo-no-rj-1.1381354
,Freixo,,2016-10-04T19:19:05-03:00,odia,Rede anunciará apoio a Marcelo Freixo nesta quarta,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/rede-anunciara-apoio-a-marcelo-freixo-nesta-quarta-feira.html
HELIO GUROVITZ,Freixo,,2016-10-04T19:05:00-03:00,epoca,A razão está nas pesquisas,http://epoca.globo.com/colunas-e-blogs/helio-gurovitz/noticia/2016/10/razao-esta-nas-pesquisas.html
,Freixo,,2016-10-04T18:53:00-03:00,dci,"Freixo diz que quer apoio do PT, mas dispensa Lula","http://www.dci.com.br/politica/freixo-diz-que-quer-apoio-do-pt,-mas-dispensa-lula-id578781.html"
"Fernanda Krakovics,Marco Grillo - O Globo",Freixo,,2016-10-04T18:16:00-03:00,extra,PMDB decide ficar neutro no segundo turno no Rio,http://extra.globo.com/noticias/brasil/pmdb-decide-ficar-neutro-no-segundo-turno-no-rio-20235039.html
,Freixo,,2016-10-04T17:37:00-03:00,jb,Parlamentares e ex-líderes da Rede anunciam apoio a Freixo,http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/04/parlamentares-e-ex-lideres-da-rede-anunciam-apoio-a-freixo/
,Freixo,,2016-10-04T17:06:03-03:00,odia,Cúpula do PSDB vê dificuldades em apoiar candidatos no Rio,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/cupula-do-psdb-ve-dificuldades-em-apoiar-candidatos-no-rio.html
,Freixo,,2016-10-04T15:23:00-03:00,exame,"Doria, Freixo e Haddad foram os mais mencionados no Twitter",http://exame.abril.com.br/marketing/noticias/doria-freixo-e-haddad-foram-os-mais-mencionados-no-twitter
Marcos Nunes,Freixo,,2016-10-04T13:53:00-03:00,extra,Jair Bolsonaro declara voto em Crivella no segundo turno no Rio,http://extra.globo.com/noticias/rio/jair-bolsonaro-declara-voto-em-crivella-no-segundo-turno-no-rio-20232557.html
"Eduardo Bresciani,Paulo Celso Pereira - O Globo",Freixo,,2016-10-04T13:24:00-03:00,extra,PSDB descarta apoio a Freixo no segundo turno do Rio,http://extra.globo.com/noticias/brasil/psdb-descarta-apoio-freixo-no-segundo-turno-do-rio-20232287.html
,Freixo,,2016-10-04T13:07:00-03:00,jb,'Le Monde': A derrocada do PT no primeiro turno das eleições municipais,http://www.jb.com.br/pais/noticias/2016/10/04/le-monde-compara-joao-doria-a-michael-bloomberg/
,Freixo,,2016-10-04T13:07:00-03:00,jb,'Le Monde': A derrocada do PT no primeiro turno das eleições municipais,http://www.jb.com.br/pais/noticias/2016/10/04/le-monde-a-derrocada-do-pt-no-primeiro-turno-das-eleicoes-municipais/
Marina Navarro Lins,Freixo,,2016-10-04T12:48:00-03:00,extra,"Presidente do PMDB: ‘partido ficará neutro, mas filiados precisam escolher um lado’",http://extra.globo.com/noticias/rio/presidente-do-pmdb-partido-ficara-neutro-mas-filiados-precisam-escolher-um-lado-20231849.html
,Freixo,,2016-10-04T12:00:01-03:00,odia,Coluna Esplanada: João Dória terá que negociar para ter maioria na Câmara,http://odia.ig.com.br/brasil/2016-10-04/coluna-esplanada-joao-doria-tera-que-negociar-para-ter-maioria-na-camara.html
,Freixo,,2016-10-04T12:00:01-03:00,odia,Informe: Crivella vai a Brasília pedir apoio a Aécio e Kassab no segundo turno,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/informe-crivella-vai-a-brasilia-pedir-apoio-a-aecio-e-kassab-no-segundo-turno.html
,Freixo,,2016-10-04T11:53:01-03:00,odia,Psol passa o chapéu na Internet para campanha de Freixo no segundo turno,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/psol-passa-o-chapeu-na-internet-para-campanha-de-freixo-no-segundo-turno.html
,Freixo,,2016-10-04T11:44:04-03:00,otempo,Aliados históricos já falam em candidatura própria em 2018,http://www.otempo.com.br/capa/pol%C3%ADtica/aliados-hist%C3%B3ricos-j%C3%A1-falam-em-candidatura-pr%C3%B3pria-em-2018-1.1381150
,Freixo,,2016-10-04T11:40:05-03:00,odia,Horário eleitoral ainda indefinido,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/horario-eleitoral-ainda-indefinido.html
,Freixo,,2016-10-04T11:38:05-03:00,odia,O grande partido do 'voto partido',http://odia.ig.com.br/rio-de-janeiro/2016-10-04/o-grande-partido-do-voto-partido.html
"Evandro Éboli, Enviado especial - O Globo",Freixo,,2016-10-04T11:20:00-03:00,extra,Vereadora eleita pelo PSOL vai doar parte do salário a movimentos sociais,http://extra.globo.com/noticias/brasil/vereadora-eleita-pelo-psol-vai-doar-parte-do-salario-movimentos-sociais-20230846.html
,Freixo,,2016-10-04T10:51:05-03:00,odia,Lixo eleitoral cai mais que a metade em relação a 2014,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/lixo-eleitoral-cai-mais-que-a-metade-em-relacao-a-2014.html
,Freixo,,2016-10-04T10:17:00-03:00,jb,'El País': Temer se beneficia de humilhação sofrida pelo PT nas urnas,http://www.jb.com.br/pais/noticias/2016/10/04/el-pais-temer-se-beneficia-de-humilhacao-sofrida-pelo-pt-nas-urnas/
,Freixo,,2016-10-04T10:00:03-03:00,odia,Lixo eleitoral cai mais que a metade em relação ao de 2014,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/lixo-eleitoral-cai-mais-que-a-metade-em-relacao-ao-de-2014.html
Fábio Vasconcellos e Daniel Lima - O Globo,Freixo,,2016-10-04T09:20:00-03:00,extra,Mapa da mina: corredor do Recreio à Zona Norte deve decidir eleição,http://extra.globo.com/noticias/brasil/mapa-da-mina-corredor-do-recreio-zona-norte-deve-decidir-eleicao-20229460.html
,Freixo,,2016-10-04T07:51:03-03:00,odia,Crivella busca apoio de PSDB de Osorio e PSD de Indio para o segundo turno,http://odia.ig.com.br/rio-de-janeiro/2016-10-04/crivella-busca-apoio-de-psdb-de-osorio-e-psd-de-indio-para-o-segundo-turno.html
,Freixo,,2016-10-04T07:10:00-03:00,dci,Aliados históricos já falam em candidatura própria em 2018,http://www.dci.com.br/politica/aliados-historicos-ja-falam-em-candidatura-propria-em-2018-id578610.html
,Freixo,,2016-10-04T07:10:00-03:00,dci,Tabus acirram disputa Crivella-Freixo,http://www.dci.com.br/politica/tabus-acirram-disputa-crivella-freixo-id578612.html
,Freixo,,2016-10-04T07:10:00-03:00,dci,PT já busca frente de esquerda com PSOL,http://www.dci.com.br/politica/pt-ja-busca-frente-de-esquerda-com-psol-id578611.html
,Freixo,,2016-10-04T07:06:00-03:00,globo_g1,Veja a agenda de Marcelo Freixo e Marcelo Crivella nesta terça-feira (4),http://g1.globo.com/rio-de-janeiro/eleicoes/2016/noticia/2016/10/veja-agenda-de-marcelo-freixo-e-marcelo-crivella-nesta-terca-feira-4.html
,Freixo,,2016-10-04T07:00:03-03:00,odia,Flávio Ricco: Globo prepara a série médica 'Sob Pressão',http://odia.ig.com.br/diversao/2016-10-04/flavio-ricco-globo-prepara-a-serie-medica-sob-pressao.html
,Freixo,,2016-10-04T09:59:30Z,bing,Camião derrama óleo na VCI e provoca despistes,http://portocanal.sapo.pt/noticia/103065
Rafael Soares,Freixo,,2016-10-04T06:00:00-03:00,extra,"Votos em branco, nulos e abstenções no Rio superam eleitores de Freixo e Crivella somados",http://extra.globo.com/noticias/rio/votos-em-branco-nulos-abstencoes-no-rio-superam-eleitores-de-freixo-crivella-somados-20228120.html
Verônica Raner - O Globo,Freixo,,2016-10-04T04:30:00-03:00,extra,Militância on-line de Freixo foi a mais ativa no primeiro turno,http://extra.globo.com/noticias/brasil/militancia-on-line-de-freixo-foi-mais-ativa-no-primeiro-turno-20228216.html
Verônica Raner - O Globo,Freixo,,2016-10-04T04:30:00-03:00,extra,Militância on-line de Freixo foi a mais ativa no primeiro turno,http://extra.globo.com/noticias/brasil/militancia-on-line-de-freixo-foi-mais-ativa-no-primeiro-turno-20228217.html
,Freixo,,2016-10-04T00:18:00-03:00,jb,Urnas liberal-conservadoras e alienação eleitoral,http://www.jb.com.br/marcus-ianoni/noticias/2016/10/04/urnas-liberal-conservadoras-e-alienacao-eleitoral/
,Freixo,,2016-10-04T00:17:44-03:00,zerohora,"Votos brancos e nulos evidenciam descontentamento com classe política, dizem especialistas",http://zh.clicrbs.com.br/rs/noticias/eleicoes-2016/noticia/2016/10/votos-brancos-e-nulos-evidenciam-descontentamento-com-classe-politica-dizem-especialistas-7659508.html
,Freixo,,2016-10-03T21:57:00-03:00,dci,"No Twitter, Doria, Freixo e Haddad lideraram menções no 1º turno","http://www.dci.com.br/politica/no-twitter,-doria,-freixo-e-haddad-lideraram-mencoes-no-1%C2%BA-turno-id578486.html"
,Freixo,,2016-10-03T20:57:01-03:00,otempo,"Eleitores renovam um terço da Câmara, no Rio, mulheres continuam fora",http://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/eleitores-renovam-um-ter%C3%A7o-da-c%C3%A2mara-no-rio-mulheres-continuam-fora-1.1380912
,Freixo,,2016-10-03T20:16:01-03:00,dci,"Crivella admite buscar apoio do PMDB no 2º turno, menos de Pedro Paulo","http://www.dci.com.br/politica/crivella-admite-buscar-apoio-do-pmdb-no-2%C2%BA-turno,-menos-de-pedro-paulo-id578454.html"
PAULA SOPRANA E RODRIGO CAPELO,Freixo,,2016-10-03T20:04:00-03:00,epoca,Eleições municipais: quem mais gastou levou,http://epoca.globo.com/tempo/noticia/2016/10/eleicoes-municipais-quem-mais-gastou-levou.html
Maria Lima - O Globo,Freixo,,2016-10-03T20:04:00-03:00,extra,Presidente do DEM diz que Freixo é um ‘bobalhão’ por citar golpe em discurso,http://extra.globo.com/noticias/brasil/presidente-do-dem-diz-que-freixo-um-bobalhao-por-citar-golpe-em-discurso-20227509.html
,Freixo,,2016-10-03T19:30:00-03:00,globo_g1,Ibope e Datafolha explicam diferenças entre pesquisas e resultado da eleição,http://g1.globo.com/rio-de-janeiro/eleicoes/2016/noticia/2016/10/ibope-e-datafolha-explicam-diferencas-entre-pesquisas-e-resultado-da-eleicao.html
,Freixo,,2016-10-03T19:27:05-03:00,odia,"Crise e acusação de violência doméstica derrotaram PMDB no Rio, dizem analistas",http://odia.ig.com.br/rio-de-janeiro/2016-10-03/crise-e-acusacao-de-violencia-domestica-derrotaram-pmdb-no-rio-dizem-analistas.html
,Freixo,,2016-10-03T18:25:00-03:00,folha,"O avanço do ""Não!""",http://www1.folha.uol.com.br/colunas/guilhermeboulos/2016/10/1819484-o-avanco-do-nao.shtml
,Freixo,,2016-10-03T17:55:00-03:00,jb,"Eleitores renovam um terço da Câmara, no Rio, mulheres continuam de fora",http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/03/eleitores-renovam-um-terco-da-camara-no-rio-mulheres-continuam-de-fora/
,Freixo,,2016-10-03T17:54:00-03:00,jb,"Crise e acusação de violência doméstica derrotaram PMDB no Rio, dizem analistas",http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/03/crise-e-acusacao-de-violencia-domestica-derrotaram-pmdb-no-rio-dizem-analistas/
,Freixo,,2016-10-03T17:27:00-03:00,jb,"Rachado no Rio de Janeiro, PSB fica entre Freixo e Crivella",http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/03/rachado-no-rio-de-janeiro-psb-fica-entre-freixo-e-crivella/
,Freixo,,2016-10-03T17:10:04-03:00,odia,"Crivella admite buscar apoio do PMDB no 2º turno, menos de Pedro Paulo",http://odia.ig.com.br/rio-de-janeiro/2016-10-03/crivella-admite-buscar-apoio-do-pmdb-no-2-turno-menos-de-pedro-paulo.html
Marcos Nunes,Freixo,,2016-10-03T16:56:00-03:00,extra,Família Bolsonaro faz reunião com partido para saber quem apoiará no Rio,http://extra.globo.com/noticias/rio/familia-bolsonaro-faz-reuniao-com-partido-para-saber-quem-apoiara-no-rio-20225873.html
,Freixo,,2016-10-03T16:13:18-03:00,folha,"Candidatas, eleitoras e eleições: pensar a #partidA rumo a 2018 - #AgoraÉQueSãoEla",http://agoraequesaoelas.blogfolha.uol.com.br/2016/10/03/candidatas-eleitoras-e-eleicoes-pensar-a-partida-rumo-a-2018/
,Freixo,,2016-10-03T16:12:31-03:00,dci,Freixo diz que não quer 'guerra santa' no 2º turno,http://www.dci.com.br/politica/freixo-diz-que-nao-quer-guerra-santa-no-2%C2%BA-turno-id578395.html
,Freixo,,2016-10-03T20:56:09+02:00,elpais,"Não voto, não ligo, não confio: a cabeça do eleitor que ‘venceu’ esta eleição",http://brasil.elpais.com/brasil/2016/10/03/politica/1475522954_666169.html
,Freixo,,2016-10-03T15:31:47-03:00,uol,PT fracassa na primeira volta das eleições municipais no Brasil,http://publico.uol.com.br/mundo/noticia/pt-fracassa-na-primeira-volta-das-eleicoes-municipais-no-brasil-1745979
,Freixo,,2016-10-03T15:21:00-03:00,jb,Lava Jato e crise econômica prejudicaram PT nas eleições,http://www.jb.com.br/pais/noticias/2016/10/03/lava-jato-e-crise-economica-prejudicaram-pt-nas-eleicoes/
,Freixo,,2016-10-03T15:05:00-03:00,jb,"Igreja, black blocs, direitos humanos, rejeição: o que está em jogo entre Freixo e Crivella",http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/03/igreja-black-blocs-direitos-humanos-rejeicao-o-que-esta-em-jogo-entre-freixo-e-crivella/
,Freixo,,2016-10-03T14:55:00-03:00,dci,"Eleição continua em 55 cidades do Brasil, sendo 18 capitais","http://www.dci.com.br/politica/eleicao-continua-em-55-cidades-do-brasil,-sendo-18-capitais-id578422.html"
,Freixo,,2016-10-03T14:50:00-03:00,jb,SP simboliza avanço tucano e derrota do PT nas eleições,http://www.jb.com.br/pais/noticias/2016/10/03/sp-simboliza-avanco-tucano-e-derrota-do-pt-nas-eleicoes-2/
,Freixo,,2016-10-03T14:30:03-03:00,zerohora,Monica Iozzi é condenada a pagar multa de R$ 30 mil a ministro do STF,http://zh.clicrbs.com.br/rs/entretenimento/gente/noticia/2016/10/monica-iozzi-e-condenada-a-pagar-multa-de-r-30-mil-a-ministro-do-stf-7654412.html
Luiz Gustavo Schmitt - O Globo,Freixo,,2016-10-03T13:28:00-03:00,extra,"Crivella costura aliança com Flávio Bolsonaro, Indio e Osorio",http://extra.globo.com/noticias/brasil/crivella-costura-alianca-com-flavio-bolsonaro-indio-osorio-20224020.html
Miguel Caballero - O Globo,Freixo,,2016-10-03T13:16:00-03:00,extra,Freixo diz que pode atrair parte dos votos de Bolsonaro,http://extra.globo.com/noticias/brasil/freixo-diz-que-pode-atrair-parte-dos-votos-de-bolsonaro-20224260.html
,Freixo,,2016-10-03T13:16:00-03:00,jb,Crivella vence em áreas de menor renda e Freixo avança na Zona Norte,http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/03/crivella-vence-em-areas-de-menor-renda-e-freixo-avanca-na-zona-norte/
Miguel Caballero - O Globo,Freixo,,2016-10-03T13:16:00-03:00,extra,Freixo revela ligação de Crivella e diz poder atrair parte dos votos de Bolsonaro,http://extra.globo.com/noticias/brasil/freixo-revela-ligacao-de-crivella-diz-poder-atrair-parte-dos-votos-de-bolsonaro-20224260.html
Fabrício Provenzano,Freixo,,2016-10-03T12:58:00-03:00,extra,"Aumento de votos brancos e nulos mostra que população cobra 'reinvenção' da política, diz especialista",http://extra.globo.com/noticias/brasil/aumento-de-votos-brancos-nulos-mostra-que-populacao-cobra-reinvencao-da-politica-diz-especialista-20224161.html
,Freixo,,2016-10-03T12:47:00-03:00,jb,Crivella e Freixo acenam para Osório e Índio da Costa,http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/03/crivella-e-freixo-acenam-para-osorio-e-indio-da-costa/
"Fernanda Krakovics,Marco Grillo - O Globo",Freixo,,2016-10-03T12:40:00-03:00,extra,Partidos derrotados devem liberar filiados no segundo turno no Rio,http://extra.globo.com/noticias/brasil/partidos-derrotados-devem-liberar-filiados-no-segundo-turno-no-rio-20224065.html
,Freixo,,2016-10-03T12:24:03-03:00,otempo,"Soma de votos brancos, nulos e abstenções 'venceria' em nove capitais",http://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/soma-de-votos-brancos-nulos-e-absten%C3%A7%C3%B5es-venceria-em-nove-capitais-1.1380723
,Freixo,,2016-10-03T12:21:03-03:00,odia,"Em nota, Paes lamenta derrota e reforça: Pedro Paulo era 'o mais preparado'",http://odia.ig.com.br/rio-de-janeiro/2016-10-03/paes-diz-que-pedro-paulo-era-o-mais-preparado-para-dar-continuidade-aos-avancos.html
,Freixo,,2016-10-03T12:17:03-03:00,odia,Freixo fala sobre alianças e diz que vai tentar os votos de quem não compareceu,http://odia.ig.com.br/rio-de-janeiro/2016-10-03/freixo-fala-sobre-aliancas-e-diz-que-vai-tentar-os-votos-de-quem-nao-compareceu.html
,Freixo,,2016-10-03T12:17:03-03:00,odia,Coluna Esplanada: Os novos líderes,http://odia.ig.com.br/brasil/2016-10-03/coluna-esplanada-os-novos-lideres.html
,Freixo,,2016-10-03T12:13:00-03:00,globo_g1,Eduardo Paes diz que reconhece 'decisão soberana dos cariocas',http://g1.globo.com/rio-de-janeiro/eleicoes/2016/noticia/2016/10/eduardo-paes-diz-que-reconhece-decisao-soberana-dos-cariocas.html
,Freixo,,2016-10-03T12:12:03-03:00,odia,PMDB se torna o 'patinho feio' do Rio,http://odia.ig.com.br/rio-de-janeiro/2016-10-03/pmdb-se-torna-o-patinho-feio-do-rio.html
,Freixo,,2016-10-03T12:05:05-03:00,odia,"Marcelo Crivella quer votos de Osorio, Índio e Bolsonaro no segundo turno",http://odia.ig.com.br/rio-de-janeiro/2016-10-03/marcelo-crivella-quer-votos-de-osorio-indio-e-bolsonaro-no-segundo-turno.html
,Freixo,,2016-10-03T11:50:09-03:00,extra,Marcelo Crivella chega ao 2° turno sem vantagem na Câmara do Rio,http://extra.globo.com/noticias/extra-extra/marcelo-crivella-chega-ao-2-turno-sem-vantagem-na-camara-do-rio-20223747.html
,Freixo,,2016-10-03T11:34:00-03:00,dci,"Após derrota, Paes diz que Pedro Paulo era o 'mais preparado' para a continuidade","http://www.dci.com.br/politica/apos-derrota,-paes-diz-que-pedro-paulo-era-o-mais-preparado-para-a-continuidade-id578376.html"
,Freixo,,2016-10-03T11:30:00-03:00,jb,"Volume de votos brancos, nulos e abstenções expõe risco à democracia",http://www.jb.com.br/opiniao/noticias/2016/10/03/volume-de-votos-brancos-nulos-e-abstencoes-expoe-risco-a-democracia/
,Freixo,,2016-10-03T11:22:00-03:00,hora_sc,Monica Iozzi é condenada a pagar multa de R$ 30 mil a ministro do STF,http://horadesantacatarina.clicrbs.com.br/sc/entretenimento/noticia/2016/10/monica-iozzi-e-condenada-a-pagar-multa-de-r-30-mil-a-ministro-do-stf-7654412.html
,Freixo,,2016-10-03T11:16:03-03:00,odia,Onze cidades têm eleição indefinida devido a julgamentos de candidaturas,http://odia.ig.com.br/rio-de-janeiro/2016-10-03/onze-cidades-tem-eleicao-indefinida-devido-a-julgamentos-de-candidaturas.html
,Freixo,,2016-10-03T11:15:00-03:00,globo_g1,"Rio tem 42,54% de votos nulos, brancos e não comparecimento",http://g1.globo.com/rio-de-janeiro/eleicoes/2016/noticia/2016/10/rio-tem-4254-de-votos-nulos-brancos-e-nao-comparecimento.html
Extra,Freixo,,2016-10-03T11:01:00-03:00,extra,"'Devemos respeitar e reconhecer a decisão soberana dos cariocas', diz Paes sobre resultado de eleição",http://extra.globo.com/noticias/rio/devemos-respeitar-reconhecer-decisao-soberana-dos-cariocas-diz-paes-sobre-resultado-de-eleicao-20223398.html
Fernanda Rouvenat,Freixo,,2016-10-03T10:34:00-03:00,globo_g1,Freixo aposta em votos de eleitores que se abstiveram no 1° turno no Rio,http://g1.globo.com/rio-de-janeiro/eleicoes/2016/noticia/2016/10/freixo-aposta-em-votos-de-eleitores-que-se-abstiveram-no-1-turno-no-rio.html
,Freixo,,2016-10-03T10:32:00-03:00,jb,Eleição está definida em 75 municípios do Rio de Janeiro,http://www.jb.com.br/eleicoes-2016-rio/noticias/2016/10/03/eleicao-esta-definida-em-75-municipios-do-rio-de-janeiro/
,Freixo,,2016-10-03T09:59:00-03:00,jb,Partidos corruptos são punidos em eleições municipais,http://www.jb.com.br/pais/noticias/2016/10/03/partidos-corruptos-sao-punidos-em-eleicoes-municipais/
,Freixo,,2016-10-03T09:59:00-03:00,jb,Partidos corruptos são punidos em eleições municipais,http://www.jb.com.br/eleicoes-2016/noticias/2016/10/03/partidos-corruptos-sao-punidos-em-eleicoes-municipais/
,Freixo,,2016-10-03T09:54:00-03:00,jb,,http://m.jb.com.br/eleicoes-2016/noticias/2016/10/03/soma-de-votos-brancos-nulos-e-abstencoes-venceria-1o-turno-em-nove-capitais/
,Freixo,,2016-10-03T09:54:00-03:00,jb,"Soma de votos brancos, nulos e abstenções “venceria” 1º turno em nove capitais",http://www.jb.com.br/eleicoes-2016/noticias/2016/10/03/soma-de-votos-brancos-nulos-e-abstencoes-venceria-1o-turno-em-nove-capitais/
,Freixo,,2016-10-03T09:36:00-03:00,jb,SP simboliza avanço tucano e derrota do PT nas eleições,http://www.jb.com.br/eleicoes-2016/noticias/2016/10/03/sp-simboliza-avanco-tucano-e-derrota-do-pt-nas-eleicoes/
,Freixo,,2016-10-03T09:36:00-03:00,jb,,http://m.jb.com.br/eleicoes-2016/noticias/2016/10/03/sp-simboliza-avanco-tucano-e-derrota-do-pt-nas-eleicoes/
,Freixo,,2016-10-03T09:21:00-03:00,globo_g1,Região Metropolitana do Rio tem 14 prefeitos eleitos em 1º turno,http://g1.globo.com/rio-de-janeiro/eleicoes/2016/noticia/2016/10/regiao-metropolitana-do-rio-tem-14-prefeitos-eleitos-em-1-turno.html
,Freixo,,2016-10-03T12:49:41+02:00,elpais,Quem ganha e quem perde nas eleições: o novo xadrez político que sai das urnas,http://brasil.elpais.com/brasil/2016/10/03/politica/1475454241_265333.html
Marcos Nunes,Freixo,,2016-10-03T07:38:00-03:00,extra,Em Campos: derrota do clã Garotinho,http://extra.globo.com/noticias/rio/em-campos-derrota-do-cla-garotinho-20222205.html
,Freixo,,2016-10-03T03:01:43-03:00,dci,Crivella (PRB) enfrentará Freixo (PSOL) no 2º turno da eleição para prefeito do Rio,http://www.dci.com.br/politica/crivella--prb--enfrentara-freixo--psol--no-2%C2%BA-turno-da-eleicao-para-prefeito-do-rio-id578285.html
,Freixo,,2016-10-03T02:21:03-03:00,dci,10 dos 81 deputados federais que disputaram eleição foram eleitos no 1º turno,http://www.dci.com.br/politica/10-dos-81-deputados-federais-que-disputaram-eleicao-foram-eleitos-no-1%C2%BA-turno-id578283.html
,Freixo,,2016-10-03T02:20:14-03:00,zerohora,"Crivella declara que ""ponto positivo da eleição no Rio foi PMDB ficar fora do segundo turno""",http://zh.clicrbs.com.br/rs/noticias/eleicoes-2016/noticia/2016/10/crivella-declara-que-ponto-positivo-da-eleicao-no-rio-foi-pmdb-ficar-fora-do-segundo-turno-7648541.html
,Freixo,,2016-10-03T01:20:16-03:00,dci,PSDB ganha eleição em São Paulo já no 1º turno; PT sofre grande derrota nas capitais,http://www.dci.com.br/politica/psdb-ganha-eleicao-em-sao-paulo-ja-no-1%C2%BA-turno;-pt-sofre-grande-derrota-nas-capitais-id578271.html
,Freixo,,2016-10-03T01:19:24-03:00,zerohora,"Luciana, do favoritismo à derrota em um mês",http://zh.clicrbs.com.br/rs/noticias/eleicoes-2016/noticia/2016/10/luciana-do-favoritismo-a-derrota-em-um-mes-7647867.html
,Freixo,,2016-10-02T23:59:15-03:00,dci,"Ida ao 2º turno é uma resposta a um partido golpista, diz Freixo","http://www.dci.com.br/politica/ida-ao-2%C2%BA-turno-e-uma-resposta-a-um-partido-golpista,-diz-freixo-id578164.html"
,Freixo,,2016-10-02T23:58:24-03:00,zerohora,Um descolado no segundo turno,http://zh.clicrbs.com.br/rs/opiniao/colunistas/carolina-bahia/noticia/2016/10/um-descolado-no-segundo-turno-7647297.html
,Freixo,,2016-10-02T23:58:24-03:00,zerohora,"Quinta colocada, Luciana Genro não irá apoiar Marchezan nem Melo",http://zh.clicrbs.com.br/rs/noticias/eleicoes-2016/noticia/2016/10/quinta-colocada-luciana-genro-nao-ira-apoiar-marchezan-nem-melo-7647138.html
Reuters,Freixo,,2016-10-02T23:56:00-03:00,extra,PSDB elege 2 prefeitos numa eleição fragmentada nas capitais e pouco decisiva no 1º turno,http://extra.globo.com/noticias/brasil/psdb-elege-2-prefeitos-numa-eleicao-fragmentada-nas-capitais-pouco-decisiva-no-1-turno-20222174.html
Reuters,Freixo,,2016-10-02T23:56:00-03:00,extra,PSDB elege 2 prefeitos em eleição fragmentada nas capitais e pouco decisiva no 1º turno,http://extra.globo.com/noticias/brasil/psdb-elege-2-prefeitos-em-eleicao-fragmentada-nas-capitais-pouco-decisiva-no-1-turno-20222174.html
